QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,DST,Packers  (7588566),Packers ,7588566,2800,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Clive Walford (7588460),Clive Walford,7588460,2600,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,DST,Raiders  (7588562),Raiders ,7588562,2600,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,TE,Mychal Rivera (7588457),Mychal Rivera,7588457,2500,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,TE,James Winchester (7588458),James Winchester,7588458,2500,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,TE,James O'Shaughnessy (7588459),James O'Shaughnessy,7588459,2500,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,TE,Ross Travis (7588461),Ross Travis,7588461,2500,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,TE,Demetrius Harris (7588462),Demetrius Harris,7588462,2500,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,TE,Ryan O'Malley (7588463),Ryan O'Malley,7588463,2500,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,TE,Luke Willson (7588466),Luke Willson,7588466,2500,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Levine Toilolo (7588467),Levine Toilolo,7588467,2500,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,TE,Brandon Williams (7588468),Brandon Williams,7588468,2500,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Nick Vannett (7588469),Nick Vannett,7588469,2500,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Joshua Perkins (7588470),Joshua Perkins,7588470,2500,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,TE,Austin Hooper (7588471),Austin Hooper,7588471,2500,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,DST,Falcons  (7588563),Falcons ,7588563,2500,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,TE,Jared Cook (7588473),Jared Cook,7588473,2500,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Justin Perillo (7588474),Justin Perillo,7588474,2500,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Gavin Escobar (7588475),Gavin Escobar,7588475,2500,Dal@GB 04:25PM ET,Dal,
,,,,,,,,,,TE,Geoff Swaim (7588477),Geoff Swaim,7588477,2500,Dal@GB 04:25PM ET,Dal,
,,,,,,,,,,DST,Cowboys  (7588565),Cowboys ,7588565,2400,Dal@GB 04:25PM ET,Dal,
