QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,TE,Geoff Swaim (7531036),Geoff Swaim,7531036,2500,Dal@SF 04:25PM ET,Dal,
,,,,,,,,,,TE,David Johnson (7531037),David Johnson,7531037,2500,KC@Pit 08:30PM ET,Pit,
,,,,,,,,,,TE,James Winchester (7531039),James Winchester,7531039,2500,KC@Pit 08:30PM ET,KC,
,,,,,,,,,,TE,James O'Shaughnessy (7531040),James O'Shaughnessy,7531040,2500,KC@Pit 08:30PM ET,KC,
,,,,,,,,,,TE,Xavier Grimble (7531041),Xavier Grimble,7531041,2500,KC@Pit 08:30PM ET,Pit,
,,,,,,,,,,TE,Ross Travis (7531042),Ross Travis,7531042,2500,KC@Pit 08:30PM ET,KC,
,,,,,,,,,,TE,Demetrius Harris (7531043),Demetrius Harris,7531043,2500,KC@Pit 08:30PM ET,KC,
,,,,,,,,,,TE,Rhett Ellison (7531045),Rhett Ellison,7531045,2500,NYG@Min 08:30PM ET,Min,
,,,,,,,,,,TE,Kevin McDermott (7531047),Kevin McDermott,7531047,2500,NYG@Min 08:30PM ET,Min,
,,,,,,,,,,TE,MyCole Pruitt (7531049),MyCole Pruitt,7531049,2500,NYG@Min 08:30PM ET,Min,
,,,,,,,,,,TE,David Morgan (7531051),David Morgan,7531051,2500,NYG@Min 08:30PM ET,Min,
,,,,,,,,,,TE,Jerell Adams (7531052),Jerell Adams,7531052,2500,NYG@Min 08:30PM ET,NYG,
,,,,,,,,,,DST,Chargers  (7531224),Chargers ,7531224,2300,NO@SD 04:25PM ET,SD,
,,,,,,,,,,DST,Saints  (7531223),Saints ,7531223,2000,NO@SD 04:25PM ET,NO,
