48700,126,7558807,7558855,7558844,7558895,7558901,7558900,7558926,7558932,7559042
48400,127,7558807,7558855,7558844,7558895,7558862,7558900,7558926,7558932,7559042
48300,125,7558807,7558855,7558844,7558895,7558900,7558861,7558926,7558932,7559042
48700,130,7558807,7558855,7558844,7558901,7558862,7558900,7558926,7558932,7559042
48600,128,7558807,7558855,7558844,7558901,7558900,7558861,7558926,7558932,7559042
48300,129,7558807,7558855,7558844,7558862,7558900,7558861,7558926,7558932,7559042
48900,133,7558807,7558855,7558840,7558895,7558901,7558900,7558926,7558932,7559042
48600,134,7558807,7558855,7558840,7558895,7558862,7558900,7558926,7558932,7559042
48500,132,7558807,7558855,7558840,7558895,7558900,7558861,7558926,7558932,7559042
48900,137,7558807,7558855,7558840,7558901,7558862,7558900,7558926,7558932,7559042
48800,135,7558807,7558855,7558840,7558901,7558900,7558861,7558926,7558932,7559042
48500,136,7558807,7558855,7558840,7558862,7558900,7558861,7558926,7558932,7559042
49300,136,7558807,7558855,7558827,7558895,7558901,7558862,7558926,7558932,7559042
47100,135,7558807,7558855,7558827,7558895,7558901,7558900,7558926,7558932,7559042
49200,134,7558807,7558855,7558827,7558895,7558901,7558861,7558926,7558932,7559042
46800,136,7558807,7558855,7558827,7558895,7558862,7558900,7558926,7558932,7559042
48900,135,7558807,7558855,7558827,7558895,7558862,7558861,7558926,7558932,7559042
46700,134,7558807,7558855,7558827,7558895,7558900,7558861,7558926,7558932,7559042
47100,139,7558807,7558855,7558827,7558901,7558862,7558900,7558926,7558932,7559042
49200,138,7558807,7558855,7558827,7558901,7558862,7558861,7558926,7558932,7559042
47000,137,7558807,7558855,7558827,7558901,7558900,7558861,7558926,7558932,7559042
46700,138,7558807,7558855,7558827,7558862,7558900,7558861,7558926,7558932,7559042
48500,134,7558807,7558844,7558840,7558895,7558901,7558900,7558926,7558932,7559042
48200,135,7558807,7558844,7558840,7558895,7558862,7558900,7558926,7558932,7559042
48100,133,7558807,7558844,7558840,7558895,7558900,7558861,7558926,7558932,7559042
48500,138,7558807,7558844,7558840,7558901,7558862,7558900,7558926,7558932,7559042
48400,136,7558807,7558844,7558840,7558901,7558900,7558861,7558926,7558932,7559042
48100,137,7558807,7558844,7558840,7558862,7558900,7558861,7558926,7558932,7559042
48900,137,7558807,7558844,7558827,7558895,7558901,7558862,7558926,7558932,7559042
46700,136,7558807,7558844,7558827,7558895,7558901,7558900,7558926,7558932,7559042
48800,135,7558807,7558844,7558827,7558895,7558901,7558861,7558926,7558932,7559042
46400,137,7558807,7558844,7558827,7558895,7558862,7558900,7558926,7558932,7559042
48500,136,7558807,7558844,7558827,7558895,7558862,7558861,7558926,7558932,7559042
46300,135,7558807,7558844,7558827,7558895,7558900,7558861,7558926,7558932,7559042
46700,140,7558807,7558844,7558827,7558901,7558862,7558900,7558926,7558932,7559042
48800,139,7558807,7558844,7558827,7558901,7558862,7558861,7558926,7558932,7559042
46600,138,7558807,7558844,7558827,7558901,7558900,7558861,7558926,7558932,7559042
46300,139,7558807,7558844,7558827,7558862,7558900,7558861,7558926,7558932,7559042
49100,144,7558807,7558840,7558827,7558895,7558901,7558862,7558926,7558932,7559042
46900,143,7558807,7558840,7558827,7558895,7558901,7558900,7558926,7558932,7559042
49000,142,7558807,7558840,7558827,7558895,7558901,7558861,7558926,7558932,7559042
46600,144,7558807,7558840,7558827,7558895,7558862,7558900,7558926,7558932,7559042
48700,143,7558807,7558840,7558827,7558895,7558862,7558861,7558926,7558932,7559042
46500,142,7558807,7558840,7558827,7558895,7558900,7558861,7558926,7558932,7559042
46900,147,7558807,7558840,7558827,7558901,7558862,7558900,7558926,7558932,7559042
49000,146,7558807,7558840,7558827,7558901,7558862,7558861,7558926,7558932,7559042
46800,145,7558807,7558840,7558827,7558901,7558900,7558861,7558926,7558932,7559042
46500,146,7558807,7558840,7558827,7558862,7558900,7558861,7558926,7558932,7559042
50000,128,7558823,7558855,7558844,7558895,7558862,7558900,7558926,7558932,7559042
49900,126,7558823,7558855,7558844,7558895,7558900,7558861,7558926,7558932,7559042
49900,130,7558823,7558855,7558844,7558862,7558900,7558861,7558926,7558932,7559042
48700,136,7558823,7558855,7558827,7558895,7558901,7558900,7558926,7558932,7559042
48400,137,7558823,7558855,7558827,7558895,7558862,7558900,7558926,7558932,7559042
48300,135,7558823,7558855,7558827,7558895,7558900,7558861,7558926,7558932,7559042
48700,140,7558823,7558855,7558827,7558901,7558862,7558900,7558926,7558932,7559042
48600,138,7558823,7558855,7558827,7558901,7558900,7558861,7558926,7558932,7559042
48300,139,7558823,7558855,7558827,7558862,7558900,7558861,7558926,7558932,7559042
49800,136,7558823,7558844,7558840,7558895,7558862,7558900,7558926,7558932,7559042
49700,134,7558823,7558844,7558840,7558895,7558900,7558861,7558926,7558932,7559042
50000,137,7558823,7558844,7558840,7558901,7558900,7558861,7558926,7558932,7559042
49700,138,7558823,7558844,7558840,7558862,7558900,7558861,7558926,7558932,7559042
48300,137,7558823,7558844,7558827,7558895,7558901,7558900,7558926,7558932,7559042
48000,138,7558823,7558844,7558827,7558895,7558862,7558900,7558926,7558932,7559042
47900,136,7558823,7558844,7558827,7558895,7558900,7558861,7558926,7558932,7559042
48300,141,7558823,7558844,7558827,7558901,7558862,7558900,7558926,7558932,7559042
48200,139,7558823,7558844,7558827,7558901,7558900,7558861,7558926,7558932,7559042
47900,140,7558823,7558844,7558827,7558862,7558900,7558861,7558926,7558932,7559042
48500,144,7558823,7558840,7558827,7558895,7558901,7558900,7558926,7558932,7559042
48200,145,7558823,7558840,7558827,7558895,7558862,7558900,7558926,7558932,7559042
48100,143,7558823,7558840,7558827,7558895,7558900,7558861,7558926,7558932,7559042
48500,148,7558823,7558840,7558827,7558901,7558862,7558900,7558926,7558932,7559042
48400,146,7558823,7558840,7558827,7558901,7558900,7558861,7558926,7558932,7559042
48100,147,7558823,7558840,7558827,7558862,7558900,7558861,7558926,7558932,7559042
