QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,RB,Shane Vereen (7467062),Shane Vereen,7467062,3700,Was@NYG 01:00PM ET,NYG,
,,,,,,,,,,TE,Eric Ebron (7467240),Eric Ebron,7467240,3700,Det@GB 01:00PM ET,Det,
,,,,,,,,,,RB,Jeremy Hill (7467099),Jeremy Hill,7467099,3700,Den@Cin 01:00PM ET,Cin,
,,,,,,,,,,WR,Ted Ginn Jr. (7467191),Ted Ginn Jr.,7467191,3700,Min@Car 01:00PM ET,Car,
,,,,,,,,,,RB,Andre Ellington (7467047),Andre Ellington,7467047,3600,Ari@Buf 01:00PM ET,Ari,
,,,,,,,,,,DST,Cardinals  (7467478),Cardinals ,7467478,3600,Ari@Buf 01:00PM ET,Ari,
,,,,,,,,,,RB,Jalen Richard (7467059),Jalen Richard,7467059,3600,Oak@Ten 01:00PM ET,Oak,
,,,,,,,,,,RB,Kenyan Drake (7467077),Kenyan Drake,7467077,3600,Cle@Mia 01:00PM ET,Mia,
,,,,,,,,,,WR,Kenny Stills (7467147),Kenny Stills,7467147,3600,Cle@Mia 01:00PM ET,Mia,
,,,,,,,,,,RB,Dwayne Washington (7467094),Dwayne Washington,7467094,3600,Det@GB 01:00PM ET,Det,
,,,,,,,,,,RB,Chris Johnson (7467045),Chris Johnson,7467045,3500,Ari@Buf 01:00PM ET,Ari,
,,,,,,,,,,WR,Seth Roberts (7467130),Seth Roberts,7467130,3500,Oak@Ten 01:00PM ET,Oak,
,,,,,,,,,,RB,Terrance West (7467083),Terrance West,7467083,3500,Bal@Jax 01:00PM ET,Bal,
,,,,,,,,,,WR,Tyler Boyd (7467190),Tyler Boyd,7467190,3500,Den@Cin 01:00PM ET,Cin,
