49900,216.8,7395302,7395477,7395416,7395589,7395517,7395628,7395526,7395651,7396134
49900,199,7395302,7395477,7395465,7395589,7395517,7395559,7395526,7395651,7396134
50000,201.1,7395302,7395477,7395465,7395589,7395517,7395628,7395526,7395651,7396141
49500,202.1,7395302,7395477,7395465,7395589,7395517,7395628,7395526,7395651,7396134
49900,189.3,7395302,7395477,7395465,7395517,7395559,7395628,7395526,7395651,7396134
49800,189.7,7395302,7395477,7395421,7395589,7395631,7395517,7395628,7395651,7396134
49700,205.5,7395302,7395477,7395421,7395589,7395631,7395517,7395526,7395651,7396141
49200,206.5,7395302,7395477,7395421,7395589,7395631,7395517,7395526,7395651,7396134
49600,188.8,7395302,7395477,7395421,7395589,7395517,7395559,7395628,7395651,7396141
49100,189.8,7395302,7395477,7395421,7395589,7395517,7395559,7395628,7395651,7396134
49800,205.3,7395302,7395477,7395421,7395589,7395517,7395559,7395526,7395644,7396134
49000,205.6,7395302,7395477,7395421,7395589,7395517,7395559,7395526,7395651,7396141
48500,206.6,7395302,7395477,7395421,7395589,7395517,7395559,7395526,7395651,7396134
49900,207.4,7395302,7395477,7395421,7395589,7395517,7395628,7395526,7395644,7396141
49400,208.4,7395302,7395477,7395421,7395589,7395517,7395628,7395526,7395644,7396134
48600,208.7,7395302,7395477,7395421,7395589,7395517,7395628,7395526,7395651,7396141
48100,209.7,7395302,7395477,7395421,7395589,7395517,7395628,7395526,7395651,7396134
49600,193.7,7395302,7395477,7395421,7395631,7395517,7395559,7395526,7395651,7396134
49700,195.8,7395302,7395477,7395421,7395631,7395517,7395628,7395526,7395651,7396141
49200,196.8,7395302,7395477,7395421,7395631,7395517,7395628,7395526,7395651,7396134
49800,195.6,7395302,7395477,7395421,7395517,7395559,7395628,7395526,7395644,7396134
49000,195.9,7395302,7395477,7395421,7395517,7395559,7395628,7395526,7395651,7396141
48500,196.9,7395302,7395477,7395421,7395517,7395559,7395628,7395526,7395651,7396134
49900,200.9,7395302,7395416,7395465,7395589,7395631,7395517,7395526,7395651,7396134
49800,184.2,7395302,7395416,7395465,7395589,7395517,7395559,7395628,7395651,7396134
49700,200,7395302,7395416,7395465,7395589,7395517,7395559,7395526,7395651,7396141
49200,201,7395302,7395416,7395465,7395589,7395517,7395559,7395526,7395651,7396134
49300,203.1,7395302,7395416,7395465,7395589,7395517,7395628,7395526,7395651,7396141
48800,204.1,7395302,7395416,7395465,7395589,7395517,7395628,7395526,7395651,7396134
49900,191.2,7395302,7395416,7395465,7395631,7395517,7395628,7395526,7395651,7396134
49700,190.3,7395302,7395416,7395465,7395517,7395559,7395628,7395526,7395651,7396141
49200,191.3,7395302,7395416,7395465,7395517,7395559,7395628,7395526,7395651,7396134
49900,228.3,7395302,7395416,7395421,7395589,7395513,7395517,7395526,7395651,7396134
50000,187.6,7395302,7395416,7395421,7395589,7395631,7395517,7395559,7395651,7396141
49500,188.6,7395302,7395416,7395421,7395589,7395631,7395517,7395559,7395651,7396134
49600,190.7,7395302,7395416,7395421,7395589,7395631,7395517,7395628,7395651,7396141
49100,191.7,7395302,7395416,7395421,7395589,7395631,7395517,7395628,7395651,7396134
49800,207.2,7395302,7395416,7395421,7395589,7395631,7395517,7395526,7395644,7396134
49000,207.5,7395302,7395416,7395421,7395589,7395631,7395517,7395526,7395651,7396141
48500,208.5,7395302,7395416,7395421,7395589,7395631,7395517,7395526,7395651,7396134
49700,190.5,7395302,7395416,7395421,7395589,7395517,7395559,7395628,7395644,7396134
48900,190.8,7395302,7395416,7395421,7395589,7395517,7395559,7395628,7395651,7396141
48400,191.8,7395302,7395416,7395421,7395589,7395517,7395559,7395628,7395651,7396134
49600,206.3,7395302,7395416,7395421,7395589,7395517,7395559,7395526,7395644,7396141
49100,207.3,7395302,7395416,7395421,7395589,7395517,7395559,7395526,7395644,7396134
48300,207.6,7395302,7395416,7395421,7395589,7395517,7395559,7395526,7395651,7396141
47800,208.6,7395302,7395416,7395421,7395589,7395517,7395559,7395526,7395651,7396134
49200,209.4,7395302,7395416,7395421,7395589,7395517,7395628,7395526,7395644,7396141
48700,210.4,7395302,7395416,7395421,7395589,7395517,7395628,7395526,7395644,7396134
